,Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
81,5776,Jeremy Price,SR,2010-11,F,Georgia,SEC,33,768,23.3,3.3,6.8,3.3,6.8,0.0,0.0,2.7,3.5,1.5,3.5,5.0,0.6,0.6,0.8,1.8,3.1,9.3,17.2,.551,.489,8.0,16.5,12.5,5.8,1.6,3.5,17.3,22.8,281,104.7,97.0,1.2,1.3,2.6,-0.6,2.1,1.5
82,5777,Jordan Railey,SR,2014-15,C,Washington State,Pac-12,31,508,16.4,2.8,5.4,2.8,5.4,0.0,0.0,0.9,2.1,1.1,2.1,3.2,0.8,0.5,1.0,1.2,2.3,6.6,17.2,.517,.530,7.9,15.3,11.6,12.2,1.7,6.1,15.8,24.1,192,96.5,108.7,0.4,0.3,0.7,-1.2,2.6,1.5
83,5778,Yvon Raymond,SR,2012-13,G,Saint Peter's,MAAC,30,892,29.7,4.0,8.7,3.7,7.7,0.3,1.0,2.2,3.7,1.6,3.4,5.1,2.5,1.5,0.8,2.2,3.6,10.4,17.4,.501,.475,6.3,17.0,10.9,19.6,3.2,3.1,17.4,22.8,320,98.2,99.9,1.0,1.2,2.1,-0.4,1.8,1.5
84,5779,Laurent Rivard,FR,2010-11,G,Harvard,Ivy,30,752,25.1,3.4,7.8,1.3,2.6,2.0,5.1,2.3,2.6,0.7,2.0,2.8,0.7,0.6,0.1,1.1,1.4,11.0,18.8,.614,.564,4.1,9.8,7.2,6.2,1.5,0.6,11.2,22.2,284,119.9,104.9,2.2,0.7,2.9,4.1,-2.7,1.5
85,5780,Dartaye Ruffin,SO,2011-12,F,Drexel,CAA,36,781,21.7,2.2,4.4,2.2,4.4,0.0,0.0,1.2,1.9,1.6,3.4,4.9,0.4,0.6,0.6,1.0,2.9,5.6,14.6,.529,.503,9.4,20.2,14.7,4.2,1.9,3.0,15.5,16.2,199,105.8,90.4,1.0,1.8,2.8,-1.3,2.8,1.5
88,5781,Tanner Samson,JR,2014-15,G,Elon,CAA,33,979,29.7,3.7,10.5,0.5,1.8,3.1,8.7,2.1,2.5,0.3,3.9,4.2,1.3,1.3,0.2,1.3,2.5,12.5,16.1,.538,.499,1.1,15.4,8.0,9.3,2.5,0.9,10.3,21.9,367,108.2,99.3,1.7,1.5,3.3,2.1,-0.6,1.5
89,5782,Brandon Sebirumbi,JR,2010-11,F,Furman,Southern,33,745,22.6,2.6,4.4,2.6,4.4,0.0,0.0,2.2,3.4,1.8,1.8,3.7,0.8,0.4,0.5,1.2,2.9,7.5,17.3,.622,.597,10.3,9.6,9.9,7.9,1.1,2.7,16.8,17.2,245,120.1,103.8,1.9,0.8,2.7,1.1,0.4,1.5
90,5783,John Simons,FR,2012-13,F,Central Michigan,MAC,31,843,27.2,2.1,4.8,1.1,1.7,1.0,3.1,2.2,2.9,1.4,3.6,4.9,1.2,0.9,0.2,1.1,1.7,7.4,15.6,.601,.544,5.8,19.0,11.7,9.1,2.1,1.0,15.5,14.1,227,118.4,109.6,1.7,0.3,2.1,2.3,-0.8,1.5
91,5784,Dwayne Smith,SR,2012-13,F,George Washington,A-10,30,387,12.9,2.7,5.7,2.4,4.9,0.3,0.8,1.4,2.3,1.2,1.5,2.6,0.3,0.5,0.5,0.7,1.2,7.0,23.4,.517,.497,10.4,14.4,12.3,6.4,2.4,4.2,9.8,28.6,184,107.7,96.7,0.9,0.6,1.6,1.2,0.3,1.5
92,5785,Sterling Smith,JR,2014-15,G,Coppin State,MEAC,31,933,30.1,4.7,10.1,2.3,4.3,2.5,5.9,2.0,2.5,1.4,3.5,4.9,1.6,1.4,0.5,1.5,1.5,13.9,21.1,.613,.589,4.5,13.5,8.7,12.0,2.6,1.5,11.3,20.2,392,118.8,111.8,2.5,0.3,2.9,3.9,-2.4,1.5
93,5786,Dave Sobolewski,FR,2011-12,G,Northwestern,Big Ten,33,1163,35.2,2.5,6.2,1.2,2.7,1.2,3.5,2.2,3.0,0.5,2.1,2.6,3.7,0.9,0.2,1.4,2.6,8.3,12.6,.551,.500,1.7,8.3,4.9,19.9,1.6,0.8,15.6,14.3,308,114.7,114.1,2.2,0.0,2.2,2.7,-1.1,1.5
94,5787,Ahmad Starks,SO,2011-12,G,Oregon State,Pac-12,35,1087,31.1,4.4,11.1,2.1,5.0,2.3,6.1,1.1,1.2,0.2,2.1,2.3,2.7,1.7,0.0,1.4,2.1,12.1,15.5,.519,.497,0.8,8.4,4.4,16.5,3.0,0.0,10.7,20.4,395,109.3,104.4,2.0,1.0,3.1,3.1,-1.5,1.5
95,5788,Jacques Streeter,SR,2012-13,G,Texas-El Paso,CUSA,32,1099,34.3,2.4,5.9,1.1,2.7,1.3,3.3,1.8,2.4,0.2,1.8,2.0,5.3,0.9,0.0,1.7,1.3,7.9,14.4,.559,.511,0.7,7.0,3.9,32.8,1.7,0.1,19.6,14.5,305,114.4,104.8,2.2,0.9,3.1,2.6,-1.1,1.5
96,5789,Jay-R Strowbridge,SR,2010-11,G,Oregon,Pac-10,39,1000,25.6,3.4,8.4,1.9,4.0,1.5,4.4,1.2,1.6,0.8,1.6,2.4,1.0,0.7,0.1,0.9,1.9,9.4,13.5,.517,.491,3.5,7.8,5.6,8.2,1.6,0.5,9.0,19.8,330,107.3,107.7,1.6,0.7,2.3,2.0,-0.5,1.5
97,5790,Jarvis Summers,SO,2012-13,G,Mississippi,SEC,34,918,27.0,3.0,7.4,2.5,6.0,0.5,1.4,2.7,3.8,0.4,1.4,1.8,3.8,1.0,0.2,1.7,2.6,9.1,14.3,.496,.436,1.5,6.3,3.7,24.8,2.1,0.8,15.9,19.3,337,106.0,101.3,1.6,1.1,2.6,1.2,0.3,1.5
98,5791,Reed Tellinghuisen,SO,2015-16,G,South Dakota State,Summit,34,1018,29.9,3.0,7.6,1.3,2.8,1.8,4.8,1.2,2.0,1.4,3.4,4.8,1.2,0.3,0.4,1.6,2.5,9.0,11.3,.528,.514,5.4,12.9,9.2,7.2,0.6,1.5,15.4,16.9,302,105.8,103.0,1.1,1.4,2.5,1.0,0.5,1.5
99,5792,Shemik Thompson,SR,2010-11,G,Central Connecticut State,NEC,31,1025,33.1,4.4,11.5,3.5,8.3,0.9,3.2,2.6,3.5,1.5,3.6,5.1,5.3,1.9,0.2,2.8,2.3,12.4,17.9,.468,.422,5.4,12.2,8.9,33.3,3.4,0.6,17.4,24.2,428,101.6,95.7,1.5,1.9,3.4,0.6,0.9,1.5
100,5793,Edward Townsel,JR,2012-13,G,Arkansas State,Sun Belt,31,923,29.8,4.4,11.5,2.2,5.1,2.1,6.3,2.3,3.0,0.8,2.4,3.2,1.2,1.6,0.0,1.5,2.6,13.1,16.9,.509,.473,3.0,10.5,6.4,9.9,3.2,0.1,10.7,24.7,365,105.9,94.6,1.8,1.7,3.5,1.9,-0.4,1.5
101,5794,Rayjon Tucker,SO,2016-17,G,Florida Gulf Coast,A-Sun,33,622,18.8,2.5,4.8,1.6,2.9,0.9,1.9,1.9,2.6,0.7,2.2,2.9,1.0,0.4,0.3,1.0,1.8,7.7,18.0,.639,.601,4.6,12.8,8.9,8.5,1.2,1.7,13.8,18.5,236,124.5,102.2,1.7,0.9,2.6,2.0,-0.5,1.5
102,5795,George Valentine,SR,2011-12,F,Winthrop,Big South,32,1039,32.5,3.6,6.8,3.6,6.8,0.0,0.0,1.2,2.3,2.8,5.0,7.9,0.8,1.6,1.0,1.3,2.6,8.4,18.0,.536,.532,9.9,22.7,15.5,5.1,3.0,4.1,14.6,14.9,273,108.0,98.0,1.5,1.6,3.1,-1.7,3.2,1.5
103,5796,Drew Viney,JR,2010-11,F,Loyola Marymount,WCC,27,910,33.7,6.2,12.9,4.8,9.2,1.4,3.7,3.4,4.4,1.4,5.2,6.6,1.8,0.9,1.0,2.9,2.6,17.2,20.7,.571,.533,4.5,17.2,10.8,12.1,1.5,2.9,16.1,26.1,410,107.3,103.1,1.9,1.0,3.0,1.8,-0.3,1.5
104,5797,Corey Walden,FR,2010-11,C,Stetson,A-Sun,24,779,32.5,3.9,8.9,2.5,4.6,1.5,4.3,2.8,3.3,0.7,2.6,3.3,3.3,2.3,0.2,3.2,3.3,12.0,17.5,.576,.523,2.6,9.8,6.1,23.0,4.3,0.8,23.5,21.5,292,103.9,104.4,1.2,0.8,2.0,2.0,-0.5,1.5
105,5798,Micheal Warren,FR,2015-16,G,Cal State Northridge,Big West,30,887,29.6,4.0,8.9,3.1,6.3,0.9,2.6,3.8,4.8,1.1,2.9,4.1,2.2,1.3,0.3,1.8,3.0,12.7,17.6,.567,.498,4.2,10.7,7.5,15.5,2.5,0.9,14.0,21.7,366,110.7,104.6,1.7,1.1,2.8,2.0,-0.5,1.5
106,5799,Curtis Washington,SR,2014-15,F,Georgia State,Sun Belt,35,599,17.1,2.0,3.6,2.0,3.6,0.0,0.0,1.2,1.5,1.7,2.5,4.2,0.2,0.3,1.3,0.9,2.1,5.2,19.1,.604,.560,13.2,17.0,15.2,2.2,1.1,9.8,16.6,16.5,188,117.1,96.0,1.3,1.1,2.4,-1.2,2.7,1.5
107,5800,Wes Washpun,SO,2013-14,G,Northern Iowa,MVC,31,911,29.4,2.6,5.9,2.2,4.7,0.4,1.1,2.7,3.9,0.5,3.1,3.5,3.8,1.0,0.7,2.4,2.2,8.3,13.7,.538,.478,1.9,12.7,7.3,24.9,2.0,3.0,23.8,18.5,297,101.8,105.6,0.8,1.1,1.9,-0.5,2.0,1.5
0,5801,Jamel Waters,SR,2015-16,G,Alabama State,SWAC,31,1057,34.1,5.2,12.6,2.7,6.6,2.5,5.9,3.2,4.3,1.0,3.3,4.3,4.3,1.7,0.1,2.6,2.1,15.9,20.0,.544,.508,3.1,11.2,6.9,26.7,2.9,0.2,15.2,24.7,496,110.0,105.7,2.3,1.2,3.5,3.2,-1.7,1.5
1,5802,J.D. Weatherspoon,JR,2013-14,F,Toledo,MAC,34,992,29.2,3.6,6.7,3.3,5.7,0.3,1.0,3.0,5.2,1.6,4.9,6.5,1.0,0.8,0.7,1.0,1.8,10.6,18.5,.574,.559,6.4,19.9,13.0,6.2,1.6,2.7,9.8,17.3,338,120.0,105.0,2.2,1.3,3.4,1.4,0.2,1.5
2,5803,Ryan Weber,SR,2015-16,F,Ball State,MAC,33,952,28.8,3.2,7.5,1.1,2.2,2.1,5.3,2.0,2.5,0.8,3.6,4.4,1.6,0.4,0.2,1.5,1.8,10.5,15.4,.607,.571,3.6,13.8,8.9,11.2,0.8,0.8,14.4,18.6,319,114.9,102.9,1.9,1.3,3.2,2.3,-0.8,1.5
3,5804,Mitchell Wilbekin,SO,2015-16,G,Wake Forest,ACC,31,875,28.2,2.3,6.6,0.7,1.9,1.6,4.7,1.1,1.3,0.3,1.7,2.0,1.4,0.6,0.0,0.6,2.1,7.3,8.5,.502,.466,1.1,6.3,3.7,8.7,1.1,0.1,7.4,13.2,209,111.0,115.9,1.0,0.1,1.1,1.8,-0.3,1.5
4,5805,Darrin Williams,SR,2011-12,G,Illinois-Chicago,Horizon,30,702,23.4,3.9,7.1,3.9,7.1,0.0,0.0,1.9,3.2,2.4,3.8,6.2,0.9,0.4,1.5,1.7,2.8,9.7,22.2,.560,.542,11.5,23.6,16.8,10.3,1.1,6.8,16.2,23.1,273,107.0,102.4,1.4,0.8,2.2,-0.1,1.6,1.5
5,5806,Anthony Winbush,GR,2012-13,F,Loyola (MD),MAAC,32,1014,31.7,2.5,5.6,2.2,4.5,0.3,1.1,1.6,2.3,1.6,4.5,6.2,2.4,0.8,0.5,1.7,2.6,7.0,13.4,.524,.486,6.1,18.7,12.1,14.9,1.6,1.6,20.5,13.9,246,104.9,99.1,1.2,1.4,2.6,-0.1,1.6,1.5
6,5807,Demetrece Young,SR,2010-11,G,Pacific,Big West,31,1116,36.0,3.6,8.1,1.9,3.4,1.8,4.7,1.6,1.8,0.3,1.9,2.2,3.8,0.8,0.0,1.8,1.2,10.6,15.1,.595,.560,1.1,6.6,3.9,22.7,1.5,0.0,17.1,16.8,332,115.6,106.2,2.4,0.9,3.3,2.5,-1.0,1.5
7,5808,Danny Agbelese,SR,2011-12,F,Hampton,MEAC,33,738,22.4,2.2,4.1,2.2,4.1,0.0,0.0,1.3,2.8,2.2,3.6,5.8,0.4,0.2,2.5,0.8,2.4,5.8,18.4,.536,.548,10.6,18.9,14.6,4.1,0.6,12.1,13.2,13.9,195,110.0,95.8,1.1,1.3,2.4,-3.6,5.0,1.4
8,5809,Bryant Allen,JR,2012-13,G,Illinois State,MVC,32,908,28.4,3.2,8.6,1.8,3.8,1.5,4.8,0.7,1.0,0.6,1.2,1.8,1.9,1.1,0.1,1.1,1.7,8.6,11.3,.476,.460,2.4,4.9,3.6,12.2,2.2,0.5,10.8,17.9,267,100.4,104.9,0.9,0.8,1.7,1.7,-0.3,1.4
9,5810,Kyle Anderson,JR,2013-14,G,Delaware,CAA,35,1216,34.7,3.6,9.1,1.1,2.6,2.4,6.5,1.4,1.8,0.9,2.8,3.7,0.9,0.8,0.3,0.8,2.6,11.0,12.2,.553,.528,2.6,8.7,5.7,4.7,1.3,0.9,7.7,15.1,351,116.4,110.9,2.0,0.9,2.8,2.4,-1.0,1.4
10,5811,Manny Arop,SR,2013-14,G,Indiana State,MVC,34,962,28.3,3.9,8.9,2.5,5.0,1.4,4.0,1.7,2.1,1.0,3.6,4.6,1.2,0.7,0.6,1.6,2.5,10.9,15.2,.547,.512,4.3,15.2,9.8,9.0,1.5,2.5,13.8,21.6,340,104.9,104.6,1.2,1.2,2.4,0.5,0.8,1.4
11,5812,Manny Atkins,JR,2012-13,F,Georgia State,CAA,31,1111,35.8,4.8,11.3,3.0,7.1,1.7,4.2,2.9,3.6,1.9,4.8,6.7,2.2,1.5,0.3,2.2,2.3,14.2,20.0,.545,.500,6.5,18.2,12.1,13.6,2.7,1.0,14.2,22.9,437,109.8,103.7,2.6,1.1,3.7,2.4,-1.0,1.4
12,5813,Payton Banks,JR,2016-17,F,Penn State,Big Ten,32,853,26.7,3.3,9.2,1.0,2.9,2.3,6.3,1.5,1.9,0.4,1.8,2.2,1.0,0.4,0.3,1.0,2.0,10.4,11.6,.519,.486,1.5,7.7,4.6,7.4,0.9,1.1,8.8,20.4,292,104.0,107.1,1.0,0.8,1.8,2.2,-0.8,1.4
13,5814,Beau Beech,SR,2015-16,G,North Florida,A-Sun,34,1082,31.8,4.9,10.9,2.1,4.1,2.9,6.7,2.6,3.3,1.2,5.2,6.4,2.0,1.2,0.5,1.6,2.9,15.4,20.9,.617,.587,4.3,16.9,11.0,10.7,2.1,1.3,11.5,21.9,488,120.9,108.3,3.1,0.9,4.1,3.5,-2.1,1.4
14,5815,Danny Berger,SO,2011-12,G,Utah State,WAC,31,800,25.8,2.1,5.5,0.9,2.4,1.2,3.2,1.3,1.7,0.8,2.5,3.4,2.4,0.5,0.0,1.1,2.0,6.6,12.7,.519,.477,4.4,11.5,8.2,17.4,1.2,0.1,15.1,15.9,225,110.2,105.6,1.3,0.7,2.0,2.1,-0.7,1.4
15,5816,Pablo Bertone,SO,2011-12,G,Florida Atlantic,Sun Belt,30,589,19.6,2.7,6.4,1.9,4.1,0.8,2.3,1.1,1.6,1.2,2.5,3.7,1.1,0.7,0.4,1.1,2.1,7.3,16.9,.509,.484,6.7,17.9,11.7,12.2,2.2,1.9,13.6,22.3,210,103.5,103.1,0.9,0.6,1.5,0.9,0.5,1.4
16,5817,Jaylen Bland,SR,2015-16,G,UC-Riverside,Big West,33,1120,33.9,5.0,12.8,1.5,3.9,3.5,8.8,2.5,3.0,0.5,3.3,3.8,1.8,1.4,0.2,2.2,2.1,16.0,16.8,.565,.531,1.5,11.1,6.4,11.7,2.4,0.5,13.7,24.6,466,107.2,103.0,1.9,1.5,3.4,2.6,-1.2,1.4
17,5818,Kyle Boswell,SR,2013-14,G,UC-Santa Barbara,Big West,30,832,27.7,3.0,7.1,0.6,1.4,2.4,5.7,1.9,2.7,0.0,1.7,1.7,2.6,0.4,0.0,1.3,1.4,10.4,15.4,.618,.594,0.2,6.8,3.7,18.8,0.9,0.0,13.1,19.0,282,120.7,109.9,2.0,0.7,2.7,4.6,-3.2,1.4
18,5819,Tre Bowman,JR,2012-13,G,Iona,MAAC,32,753,23.5,2.8,5.8,1.8,3.3,1.0,2.5,1.8,1.9,1.0,2.8,3.8,0.8,0.6,0.2,1.0,1.5,8.3,16.3,.616,.562,4.9,14.9,9.7,6.1,1.4,0.8,12.6,15.9,243,122.3,109.2,1.9,0.3,2.2,2.9,-1.6,1.4
19,5820,Sherwood Brown,JR,2011-12,G,Florida Gulf Coast,A-Sun,28,757,27.0,4.7,9.9,3.1,5.5,1.6,4.4,1.7,2.4,1.9,4.0,5.9,0.8,1.2,0.4,1.2,2.6,12.8,22.5,.579,.558,8.5,17.3,13.0,6.6,2.5,1.5,9.7,22.6,321,119.4,103.8,2.3,0.8,3.1,3.6,-2.2,1.4
22,5821,Taylor Brown,SR,2011-12,F,Bradley,MVC,28,877,31.3,5.1,12.1,4.2,9.3,0.9,2.8,3.8,4.6,2.0,4.4,6.4,1.6,1.0,0.5,2.3,2.8,14.8,19.8,.517,.456,7.3,17.3,12.0,13.9,2.0,1.7,13.8,27.6,398,101.6,104.8,1.4,0.8,2.3,1.7,-0.3,1.4
23,5822,Chris Burke,JR,2012-13,G,Saint Peter's,MAAC,30,704,23.5,2.0,4.1,1.5,2.7,0.5,1.5,0.9,1.3,1.5,2.7,4.2,1.1,0.8,0.9,1.3,1.8,5.5,15.3,.577,.552,7.3,17.2,11.6,10.3,2.2,4.5,21.1,13.7,169,106.1,101.8,0.9,0.8,1.7,-0.7,2.1,1.4
24,5823,Murphy Burnatowski,SR,2012-13,F,Colgate,Patriot,32,974,30.4,6.3,14.8,4.2,8.7,2.2,6.2,2.6,3.5,1.4,3.7,5.1,1.3,1.3,0.8,2.0,2.5,17.4,22.7,.528,.501,5.4,14.9,10.0,11.6,2.5,2.7,10.7,32.3,490,102.7,103.6,2.0,1.0,3.0,3.1,-1.7,1.4
25,5824,Bo Calhoun,SR,2015-16,F,Ball State,MAC,35,929,26.5,4.1,8.9,3.1,6.0,1.0,2.9,1.5,1.9,2.3,6.1,8.5,1.1,0.9,0.5,1.8,2.4,10.7,19.8,.546,.518,10.7,25.6,18.5,9.7,2.0,2.3,15.3,23.1,368,106.1,94.4,1.5,2.0,3.5,-0.2,1.5,1.4
26,5825,Robert Cartwright,SO,2016-17,G,Stanford,Pac-12,31,765,24.7,2.4,6.7,1.5,3.4,0.9,3.4,1.0,1.4,0.2,1.6,1.8,3.5,1.0,0.0,1.5,1.6,6.7,10.7,.454,.421,0.8,8.1,4.3,27.5,2.3,0.2,17.3,18.2,234,95.8,106.0,0.3,0.8,1.1,0.4,1.0,1.4
27,5826,Worrel Clahar,JR,2011-12,G,DePaul,Big East,31,521,16.8,2.1,4.2,1.5,3.1,0.5,1.1,1.4,1.7,0.5,1.1,1.5,2.0,1.3,0.0,2.1,2.4,6.0,14.6,.605,.558,3.0,8.3,5.3,20.7,4.4,0.2,29.4,19.9,190,98.2,106.0,0.5,0.4,0.9,1.1,0.3,1.4
28,5827,Willie Clayton,SO,2013-14,F,Charlotte,CUSA,31,914,29.5,4.1,6.9,4.1,6.9,0.0,0.0,2.6,5.4,3.8,5.1,8.9,0.8,0.8,0.6,2.2,3.5,10.8,17.7,.574,.593,14.4,18.7,16.6,5.3,1.6,2.1,19.1,19.3,338,107.2,100.6,1.3,1.5,2.8,0.2,1.2,1.4
29,5828,Travis Cohn,SR,2010-11,G,Jacksonville,A-Sun,31,604,19.5,3.6,7.7,2.4,4.4,1.2,3.3,1.6,2.2,0.8,2.1,2.9,1.1,0.5,0.1,1.4,1.4,10.0,20.6,.572,.544,4.6,12.7,8.5,14.0,1.7,0.6,13.7,25.4,274,112.3,98.1,1.6,1.0,2.6,3.1,-1.7,1.4
30,5829,Willie Conner,JR,2015-16,G,Buffalo,MAC,35,1014,29.0,3.8,8.3,2.4,4.3,1.4,4.0,2.8,3.9,0.7,1.6,2.3,1.1,0.9,0.3,1.4,2.2,11.8,14.9,.581,.540,2.6,5.9,4.3,7.6,1.6,1.1,11.9,18.8,372,115.7,108.6,2.1,0.8,2.9,1.9,-0.5,1.4
31,5830,Chris Cooper,SR,2011-12,F,Old Dominion,CAA,36,1043,29.0,3.9,8.9,3.9,8.9,0.0,0.0,2.6,4.5,4.2,5.8,10.1,0.9,0.7,1.3,1.9,3.3,10.5,20.1,.478,.444,15.2,25.8,19.9,7.2,1.5,5.4,14.5,22.2,386,102.7,90.9,1.6,2.3,3.9,-1.3,2.7,1.4
32,5831,Aaron Cosby,SO,2012-13,G,Seton Hall,Big East,31,967,31.2,4.0,9.3,1.8,4.0,2.1,5.3,2.5,3.4,0.5,2.1,2.5,3.0,0.4,0.0,2.8,1.5,12.6,14.5,.577,.540,1.8,8.3,5.0,22.0,0.8,0.1,20.4,23.5,373,104.3,107.8,1.7,0.6,2.3,3.2,-1.8,1.4
33,5832,Aaron Cosby,FR,2011-12,G,Seton Hall,Big East,34,1015,29.9,2.6,7.1,0.7,1.9,1.9,5.1,0.7,1.2,0.5,1.5,2.0,1.4,0.6,0.1,1.2,1.3,7.9,9.6,.514,.506,1.9,6.4,4.1,9.1,1.3,0.2,13.9,15.5,245,101.6,104.5,0.9,1.0,1.9,1.4,0.0,1.4
34,5833,Brennan Cougill,SR,2012-13,F,Green Bay,Horizon,30,648,21.6,3.5,7.6,3.1,5.5,0.4,2.1,1.5,1.8,1.6,3.7,5.3,1.6,0.5,0.6,2.1,1.7,9.0,18.9,.529,.491,9.1,22.7,15.8,18.0,1.3,3.5,19.9,26.2,263,98.6,97.7,0.8,1.0,1.8,0.5,0.9,1.4
35,5834,D.J. Covington,SR,2013-14,F,Virginia Military Institute,Big South,35,1040,29.7,7.7,12.9,7.7,12.9,0.0,0.1,4.8,6.9,2.7,6.6,9.3,0.8,1.0,3.0,2.1,3.1,20.1,31.7,.621,.593,8.7,21.9,15.3,5.5,1.7,8.5,11.6,27.4,632,122.7,100.9,3.9,1.7,5.6,0.5,0.9,1.4
36,5835,Michael Culpo,JR,2010-11,G,Long Island University,NEC,33,708,21.5,2.6,6.2,1.0,2.2,1.6,3.9,0.9,1.4,1.2,2.1,3.3,0.6,0.6,0.1,0.8,1.1,7.8,14.5,.570,.554,5.7,9.9,7.9,4.9,1.4,0.3,10.4,15.7,229,119.4,102.7,1.5,0.8,2.3,2.7,-1.3,1.4
37,5836,Andell Cumberbatch,SR,2014-15,G,St. Bonaventure,A-10,31,995,32.1,3.7,9.2,2.5,5.8,1.2,3.4,1.5,2.2,1.1,3.8,4.9,1.9,1.2,0.3,1.8,2.5,10.1,13.5,.496,.468,3.9,13.8,8.8,12.8,2.2,1.1,14.8,19.3,301,101.0,100.0,1.0,1.5,2.5,0.3,1.1,1.4
38,5837,Charvez Davis,SR,2010-11,G,Alabama,SEC,37,1044,28.2,2.9,8.1,1.0,2.5,1.9,5.5,0.7,0.8,0.2,1.9,2.1,1.4,0.8,0.1,1.2,1.1,8.5,11.2,.500,.482,1.0,7.5,4.4,9.7,1.6,0.3,12.6,17.7,284,104.2,98.1,1.2,1.7,2.9,1.3,0.1,1.4
39,5838,Marvin Dominique,SR,2014-15,F,Saint Peter's,MAAC,34,1096,32.2,4.9,10.6,3.8,7.6,1.1,3.0,3.0,4.0,2.5,4.8,7.2,0.5,0.9,0.6,1.5,2.6,13.9,21.7,.554,.512,9.4,18.7,14.0,4.4,1.8,2.6,10.7,24.4,434,112.9,96.1,2.8,2.0,4.8,1.7,-0.3,1.4
40,5839,Fran Dougherty,SR,2013-14,F,Pennsylvania,Ivy,28,801,28.6,5.1,9.2,4.9,8.5,0.2,0.7,2.3,3.5,2.0,5.3,7.3,1.1,1.0,0.7,2.0,2.6,12.7,19.6,.585,.566,8.6,20.1,14.6,8.7,1.9,2.7,15.8,22.5,324,107.5,103.3,1.3,1.1,2.4,0.3,1.1,1.4
41,5840,Ernie Duncan,FR,2015-16,G,Vermont,AEC,33,926,28.1,3.7,8.4,1.1,2.6,2.5,5.8,1.6,2.0,0.4,2.5,2.9,2.6,0.8,0.0,2.0,1.9,11.5,16.3,.618,.591,1.7,9.8,6.0,17.1,1.7,0.1,17.5,20.5,362,113.9,106.1,2.0,1.0,3.0,3.6,-2.3,1.4
44,5841,Dallas Ennema,SR,2016-17,F,Albany (NY),AEC,34,701,20.6,1.9,4.3,0.6,1.4,1.2,2.9,0.8,1.0,0.3,2.4,2.7,0.6,0.3,0.5,0.6,1.5,5.7,13.1,.602,.579,1.8,14.3,8.1,5.6,1.0,3.4,11.0,13.6,171,120.6,102.6,1.2,1.0,2.2,0.9,0.5,1.4
45,5842,Mo Evans,SR,2016-17,G,IPFW,Summit,33,1054,31.9,6.0,12.9,2.9,5.9,3.0,7.0,1.9,2.3,0.4,2.7,3.1,6.2,1.5,0.2,3.1,2.4,16.9,21.7,.604,.581,1.6,9.4,5.6,32.4,2.6,0.5,18.3,25.2,595,117.2,106.6,3.4,1.1,4.4,3.6,-2.2,1.4
46,5843,Ahman Fells,SR,2014-15,F,Illinois-Chicago,Horizon,33,752,22.8,3.0,5.7,2.1,3.4,0.9,2.2,0.7,1.0,1.3,2.5,3.8,0.5,0.9,0.3,0.6,2.1,7.5,17.6,.611,.602,6.2,14.2,9.8,5.3,2.5,1.3,9.4,15.6,213,120.6,108.1,1.6,0.5,2.2,1.9,-0.4,1.4
47,5844,Kevin Ferguson,JR,2014-15,C,Army,Patriot,30,779,26.0,3.9,6.1,3.9,6.1,0.0,0.0,1.8,2.9,2.0,3.6,5.7,1.2,0.5,1.5,1.7,2.8,9.6,19.8,.643,.637,8.9,16.5,12.6,9.6,1.0,5.8,18.6,17.6,276,116.1,102.8,1.7,1.0,2.7,-0.4,1.8,1.4
48,5845,Dexter Fields,SR,2013-14,G,Murray State,OVC,34,1029,30.3,3.2,7.4,1.0,2.1,2.2,5.3,1.0,1.4,0.7,2.4,3.1,1.5,0.9,0.2,1.1,2.1,9.6,13.6,.595,.581,2.6,8.7,5.8,9.2,1.8,0.7,12.4,15.3,301,119.9,108.3,1.9,1.0,2.9,2.2,-0.8,1.4
49,5846,Chris Fowler,SO,2013-14,G,Central Michigan,MAC,31,1026,33.1,5.9,11.9,5.1,9.7,0.8,2.2,4.7,6.8,0.6,2.5,3.1,5.3,1.9,0.0,2.8,3.0,17.4,24.2,.573,.532,2.0,10.1,5.8,37.1,3.6,0.1,15.6,28.4,560,115.1,110.3,3.2,0.8,4.0,4.2,-2.8,1.4
50,5847,Tyrone Garland,JR,2012-13,G,La Salle,A-10,27,662,24.5,4.7,11.2,3.7,7.6,1.0,3.6,2.6,3.5,0.7,1.4,2.1,2.0,1.2,0.0,1.4,1.9,13.1,20.6,.508,.470,3.3,7.8,5.4,18.8,2.9,0.1,9.9,30.5,330,105.5,103.3,1.6,0.7,2.2,2.9,-1.5,1.4
51,5848,Billy Garrett,JR,2015-16,G,DePaul,Big East,30,839,28.0,3.9,9.8,2.9,6.4,0.9,3.4,3.9,4.8,0.3,2.7,2.9,3.5,0.7,0.3,2.5,2.7,12.6,15.9,.522,.442,1.1,11.2,6.2,27.1,1.4,1.1,17.0,26.5,386,104.1,112.2,1.3,0.4,1.7,2.4,-1.0,1.4
